"Kraj","LeagueId","MatchId","Liga","Mecz","Data","Arena","Drużyna","Zawodnik","PlayerId","Pkt","W-L","Serwisy","S_błędy","Asy","MaxSpeed_kmh","Ataki","A_błędy","A_pkt","SK%","EF%","Próby_Obr_Asek","Próby_Obrony","Udane_Obrony","Próby_Asekuracji","Udane_Asekuracje","Obr_SK%","Przyjęcia","P_błędy","Poz%","Prf","Perf%","Bloki","Wybloki","Próby_Bloku","Wystawy_Udane","Wystawy_Złe","Wystawy_Tot","Rozegranie_Bez_Bloku","Rozegranie_Pojedynczy","Rozegranie_Podwójny","Rozegranie_Potrójny","MVP_Score","PBP_Data","D1_Asek_Kiwki_Udane","D1_Asek_Kiwki_Tot","D1_Asek_Bloku_Aktywnego_Udane","D1_Asek_Bloku_Aktywnego_Tot","D1_Asek_Bloku_Pasywnego_Udane","D1_Asek_Bloku_Pasywnego_Tot","D2_Ustawienie_Blok_Udane","D2_Ustawienie_Blok_Tot","D2_Blok_Aktywny_Udane","D2_Blok_Aktywny_Nieudane","D2_Blok_Aktywny_Tot","D2_Blok_Pasywny_Udane","D2_Blok_Pasywny_Nieudane","D2_Blok_Pasywny_Tot","O1_Serwis_Max_kmh","O1_Serwis_Śr_kmh","O1_Kiwka_Udane","O1_Kiwka_Błędy","O1_Kiwka_Zablokowane_Skutecznie","O1_Kiwka_Zablokowane_Nieskutecznie","O1_Kiwka_Wyasekurowane","O1_Kiwka_Tot","O1_Atak_BlokAut_Udane","O1_Atak_BlokAut_Błędy","O1_Atak_BlokAut_Zablokowane","O1_Atak_BlokAut_Zablokowane_Nieskutecznie","O1_Atak_BlokAut_Wybronione","O1_Atak_BlokAut_Tot","O2_Atak_1Linia_Skrzydło_Udane","O2_Atak_1Linia_Skrzydło_Błędy","O2_Atak_1Linia_Skrzydło_Zablokowane","O2_Atak_1Linia_Skrzydło_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Skrzydło_Wybronione","O2_Atak_1Linia_Skrzydło_Tot","O2_Atak_1Linia_Środek_Udane","O2_Atak_1Linia_Środek_Błędy","O2_Atak_1Linia_Środek_Zablokowane","O2_Atak_1Linia_Środek_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Środek_Wybronione","O2_Atak_1Linia_Środek_Tot","O2_Atak_2Linia_Udane","O2_Atak_2Linia_Błędy","O2_Atak_2Linia_Zablokowane","O2_Atak_2Linia_Zablokowane_Nieskutecznie","O2_Atak_2Linia_Wybronione","O2_Atak_2Linia_Tot","OTH_Wystawa_Punkt","OTH_Wystawa_Atakujący_Zablokowany","OTH_Wystawa_Atakujący_Nieskutecznie_Zablokowany","OTH_Wystawa_Atakujący_Błąd","OTH_Wystawa_Atak_Obroniony","OTH_Rozegranie_Tot","PBP_Przyjecie_Blok0","PBP_Przyjecie_Blok1","PBP_Przyjecie_Blok2","PBP_Przyjecie_Blok3","PBP_Przyjecie_Blok_Razem","PBP_OB_Atak_Razem","PBP_OB_Atak_Punkt","PBP_OB_Atak_Blok","PBP_OB_Atak_Blad","PBP_OB_Atak_Obroniony","PBP_OB_Atak_Inne","PBP_SEK_Atak_Razem","PBP_SEK_Atak_Punkt","PBP_SEK_Atak_Blok","PBP_SEK_Atak_Blad","PBP_SEK_Atak_Obroniony","PBP_SEK_Atak_Inne","Sety_Zagrane_PBP","PBP_Set1_Akcje","PBP_Set2_Akcje","PBP_Set3_Akcje","PBP_Set4_Akcje","PBP_Set5_Akcje","Exporter_Version","Is_Walkover","Walkover_MP_For","Walkover_MP_Against"
"Germany","15183","1070338","germany_15183","VC Friesland vs Tantris Volleys 3:0","2026-05-21 19:00","Friesen-Arena","VC Friesland","Wohlgenannt, Bardolf","1865194","18","16","6","0","0","61.9","28","2","16","57","50","3","3","1","0","0","33","0","0","0","0","0","2","33","52","0","2","2","0","0","0","2","45.8","","0","0","0","0","0","0","33","52","2","0","30","0","0","3","61.9","54.3","7","0","1","0","4","12","1","0","0","1","0","2","0","0","0","0","0","0","7","1","0","0","6","14","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","13","11","8","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070338","germany_15183","VC Friesland vs Tantris Volleys 3:0","2026-05-21 19:00","Friesen-Arena","VC Friesland","Specker, Mirco","1744761","12","8","14","0","2","63.5","20","4","9","45","25","7","4","2","3","1","43","0","0","0","0","0","1","16","32","0","0","0","0","0","0","0","28","","1","2","0","0","0","1","16","32","0","0","15","1","0","1","63.5","55.4","1","0","1","0","1","3","0","0","2","1","0","3","0","0","0","0","0","0","7","1","0","0","6","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","0","0","0","1","0","3","10","15","6","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070338","germany_15183","VC Friesland vs Tantris Volleys 3:0","2026-05-21 19:00","Friesen-Arena","Tantris Volleys","Kleinschrot, Christian","1685418","0","0","5","0","0","52.7","0","0","0","0","0","13","4","3","9","2","38","0","0","0","0","0","0","13","33","16","8","60","10","15","20","15","3.2","","2","9","0","0","0","0","13","33","0","0","12","0","0","1","52.7","46.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","8","3","2","31","60","0","0","0","0","0","3","1","0","0","2","0","2","1","0","0","1","0","3","1","32","26","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070338","germany_15183","VC Friesland vs Tantris Volleys 3:0","2026-05-21 19:00","Friesen-Arena","Tantris Volleys","Anrep, Marcus","1745069","3","1","13","0","0","62.6","12","2","2","17","0","26","12","5","14","2","27","9","0","100","2","22","1","34","54","0","0","0","0","0","0","0","13.2","","2","10","0","4","0","0","34","54","1","0","33","0","0","1","62.6","56.3","0","0","0","0","1","1","1","0","0","0","0","1","0","0","1","0","5","6","0","0","0","0","0","0","1","1","0","0","2","4","0","0","0","0","0","0","2","3","2","2","9","5","1","2","0","2","0","2","0","1","0","1","0","3","17","15","13","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070338","germany_15183","VC Friesland vs Tantris Volleys 3:0","2026-05-21 19:00","Friesen-Arena","Tantris Volleys","Brößler, Magnus","1904598","6","3","8","0","0","77.6","24","3","6","25","13","4","2","0","2","0","0","0","0","0","0","0","0","32","41","1","0","2","0","1","0","1","10.1","","0","0","0","1","0","1","32","41","0","1","27","0","0","5","77.6","64","0","0","0","0","0","0","0","0","2","0","2","4","0","0","0","0","0","0","6","1","0","0","13","20","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","15","16","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070338","germany_15183","VC Friesland vs Tantris Volleys 3:0","2026-05-21 19:00","Friesen-Arena","Tantris Volleys","Posern, Marcel","1724967","7","6","10","0","1","55.8","10","1","4","40","30","9","7","6","2","0","67","0","0","0","0","0","2","29","43","0","0","0","0","0","0","0","20.3","","0","2","0","0","0","0","29","43","2","0","27","0","1","2","55.8","51.3","1","0","0","0","3","4","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","1","0","1","1","1","4","0","0","0","0","0","0","0","0","0","0","0","6","1","1","1","3","0","0","0","0","0","0","0","2","0","18","8","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070338","germany_15183","VC Friesland vs Tantris Volleys 3:0","2026-05-21 19:00","Friesen-Arena","Tantris Volleys","Satzinger, Lennart","1904631","6","2","4","0","0","71.2","4","1","1","25","0","13","5","1","8","3","31","37","3","92","12","32","5","21","42","0","0","0","0","0","0","0","29.9","","3","6","0","2","0","0","21","42","5","1","21","0","0","0","71.2","54.6","0","0","1","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","4","10","11","9","34","1","0","1","0","0","0","3","1","0","0","2","0","3","1","27","20","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070338","germany_15183","VC Friesland vs Tantris Volleys 3:0","2026-05-21 19:00","Friesen-Arena","Tantris Volleys","Tauchnitz, Götz","1904984","11","6","4","1","0","64.1","19","4","8","42","21","4","2","0","2","1","25","0","0","0","0","0","3","21","35","0","0","0","0","0","0","0","22.6","","0","0","1","2","0","0","21","35","3","2","20","0","0","1","64.1","55.5","0","0","0","0","1","1","0","0","2","2","0","4","0","0","0","0","0","0","6","1","1","0","6","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","15","11","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070338","germany_15183","VC Friesland vs Tantris Volleys 3:0","2026-05-21 19:00","Friesen-Arena","Tantris Volleys","Feltkamp, Toon","2003426","0","0","0","0","0","0","0","0","0","0","0","18","13","7","5","2","50","6","0","100","2","33","0","0","0","2","0","9","1","3","4","1","9.6","","2","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","7","9","2","3","0","1","6","7","2","1","0","2","2","2","0","2","0","0","0","3","12","7","7","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070338","germany_15183","VC Friesland vs Tantris Volleys 3:0","2026-05-21 19:00","Friesen-Arena","Tantris Volleys","Bergheim, Leif","1975635","0","0","7","0","0","55.4","0","0","0","0","0","8","7","5","1","1","75","0","0","0","0","0","0","6","10","13","4","34","7","9","11","7","4.4","","1","1","0","0","0","0","6","10","0","0","6","0","0","0","55.4","49.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","4","1","3","13","34","0","0","0","0","0","5","2","0","0","3","0","1","0","0","0","1","0","1","35","0","0","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070338","germany_15183","VC Friesland vs Tantris Volleys 3:0","2026-05-21 19:00","Friesen-Arena","Tantris Volleys","Rotthal, Ottfried","1904190","10","8","3","0","0","54.3","22","2","8","36","27","2","0","0","2","1","50","0","0","0","0","0","2","22","31","0","0","0","0","0","0","0","24.8","","1","1","0","1","0","0","22","31","2","0","20","0","0","2","54.3","52.7","0","0","0","0","2","2","0","0","0","0","1","1","0","0","0","0","0","0","7","1","1","1","9","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","22","0","0","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070338","germany_15183","VC Friesland vs Tantris Volleys 3:0","2026-05-21 19:00","Friesen-Arena","Tantris Volleys","Badtke, Andreas","2032258","0","-1","3","1","0","75.5","1","0","0","0","0","2","0","0","2","1","50","0","0","0","0","0","0","8","31","0","0","0","0","0","0","0","-0.6","","1","1","0","1","0","0","8","31","0","0","8","0","0","0","75.5","74.6","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","5","0","0","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070338","germany_15183","VC Friesland vs Tantris Volleys 3:0","2026-05-21 19:00","Friesen-Arena","Tantris Volleys","Heppke, Kai-Jürgen","1951258","1","-3","2","0","0","65.2","3","1","1","33","0","6","3","1","3","1","33","17","3","82","8","47","0","6","21","0","0","0","0","0","0","0","4.5","","0","2","1","1","0","0","6","21","0","0","6","0","0","0","65.2","61","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","3","3","5","3","14","1","1","0","0","0","0","1","1","0","0","0","0","1","23","0","0","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070338","germany_15183","VC Friesland vs Tantris Volleys 3:0","2026-05-21 19:00","Friesen-Arena","Tantris Volleys","Roßgotterer, Franz","1904189","6","3","4","0","0","67.1","10","3","6","60","30","1","0","0","1","0","0","0","0","0","0","0","0","9","10","0","0","0","0","0","0","0","7.5","","0","1","0","0","0","0","9","10","0","0","9","0","0","0","67.1","60.6","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","6","1","2","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070339","germany_15183","Dresden Eagles vs TVM Allstars 3:0","2026-05-21 19:00","Eagles Stadium","Dresden Eagles","Anrep, Gotthelf","1864864","1","1","5","0","0","59.3","0","0","0","0","0","11","6","0","5","2","18","0","0","0","0","0","1","18","34","31","3","58","12","19","15","12","3.8","","2","5","0","0","0","0","18","34","1","0","17","0","0","1","59.3","55.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","3","0","2","22","58","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","3","1","30","26","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070339","germany_15183","Dresden Eagles vs TVM Allstars 3:0","2026-05-21 19:00","Eagles Stadium","Dresden Eagles","Anders-Akinyemi, Henning","1927483","5","1","14","3","0","73.9","6","1","3","50","33","17","8","7","9","6","76","33","0","100","19","58","2","40","59","0","0","0","0","0","0","0","36.3","","5","6","1","3","0","0","40","59","2","1","37","0","0","3","73.9","61.7","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","2","5","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","10","11","9","3","33","7","1","1","0","5","0","6","2","2","0","2","0","3","25","19","15","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070339","germany_15183","Dresden Eagles vs TVM Allstars 3:0","2026-05-21 19:00","Eagles Stadium","Dresden Eagles","Titz, Reinhardt","1951244","18","13","9","1","1","67.1","24","4","14","58","42","3","2","1","1","0","33","0","0","0","0","0","3","22","35","0","0","0","0","0","0","0","42.2","","0","0","0","1","0","0","22","35","3","1","21","0","0","1","67.1","60","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","14","1","2","0","6","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3","1","18","16","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070339","germany_15183","Dresden Eagles vs TVM Allstars 3:0","2026-05-21 19:00","Eagles Stadium","Dresden Eagles","Fohn, Hinrich","1744746","3","2","10","1","0","66.4","12","0","2","17","17","15","7","4","8","3","47","0","0","0","0","0","1","41","66","0","0","0","0","0","0","0","13.8","","3","5","0","3","0","0","41","66","1","0","36","0","0","5","66.4","54","0","0","0","0","2","2","0","0","0","0","0","0","1","0","0","0","6","7","0","0","0","0","0","0","1","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","1","0","3","2","0","0","1","0","3","9","11","6","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070339","germany_15183","Dresden Eagles vs TVM Allstars 3:0","2026-05-21 19:00","Eagles Stadium","Dresden Eagles","Werner, Josef","1950301","5","3","14","0","1","68.7","13","2","2","15","0","21","13","8","8","7","71","11","0","100","2","18","2","39","57","0","0","0","0","0","0","0","24.4","","7","7","0","1","0","0","39","57","2","0","33","0","0","6","68.7","58.6","1","0","0","0","2","3","0","0","0","0","0","0","0","1","1","0","4","6","0","0","0","0","0","0","1","0","0","0","3","4","0","0","0","0","0","0","1","5","4","1","11","8","3","1","0","3","1","7","2","3","0","2","0","3","16","14","18","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Germany","15183","1070339","germany_15183","Dresden Eagles vs TVM Allstars 3:0","2026-05-21 19:00","Eagles Stadium","Dresden Eagles","Wanderer, Roger","1951243","15","14","6","0","0","67.1","18","1","11","61","56","0","0","0","0","0","0","0","0","0","0","0","4","26","35","0","0","0","0","0","0","0","43.7","","0","0","0","0","0","0","26","35","4","0","25","0","0","1","67.1","54.9","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","10","1","0","0","5","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","13","13","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
