"Kraj","LeagueId","MatchId","Liga","Mecz","Data","Arena","Drużyna","Zawodnik","PlayerId","Pkt","W-L","Serwisy","S_błędy","Asy","MaxSpeed_kmh","Ataki","A_błędy","A_pkt","SK%","EF%","Próby_Obr_Asek","Próby_Obrony","Udane_Obrony","Próby_Asekuracji","Udane_Asekuracje","Obr_SK%","Przyjęcia","P_błędy","Poz%","Prf","Perf%","Bloki","Wybloki","Próby_Bloku","Wystawy_Udane","Wystawy_Złe","Wystawy_Tot","Rozegranie_Bez_Bloku","Rozegranie_Pojedynczy","Rozegranie_Podwójny","Rozegranie_Potrójny","MVP_Score","PBP_Data","D1_Asek_Kiwki_Udane","D1_Asek_Kiwki_Tot","D1_Asek_Bloku_Aktywnego_Udane","D1_Asek_Bloku_Aktywnego_Tot","D1_Asek_Bloku_Pasywnego_Udane","D1_Asek_Bloku_Pasywnego_Tot","D2_Ustawienie_Blok_Udane","D2_Ustawienie_Blok_Tot","D2_Blok_Aktywny_Udane","D2_Blok_Aktywny_Nieudane","D2_Blok_Aktywny_Tot","D2_Blok_Pasywny_Udane","D2_Blok_Pasywny_Nieudane","D2_Blok_Pasywny_Tot","O1_Serwis_Max_kmh","O1_Serwis_Śr_kmh","O1_Kiwka_Udane","O1_Kiwka_Błędy","O1_Kiwka_Zablokowane_Skutecznie","O1_Kiwka_Zablokowane_Nieskutecznie","O1_Kiwka_Wyasekurowane","O1_Kiwka_Tot","O1_Atak_BlokAut_Udane","O1_Atak_BlokAut_Błędy","O1_Atak_BlokAut_Zablokowane","O1_Atak_BlokAut_Zablokowane_Nieskutecznie","O1_Atak_BlokAut_Wybronione","O1_Atak_BlokAut_Tot","O2_Atak_1Linia_Skrzydło_Udane","O2_Atak_1Linia_Skrzydło_Błędy","O2_Atak_1Linia_Skrzydło_Zablokowane","O2_Atak_1Linia_Skrzydło_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Skrzydło_Wybronione","O2_Atak_1Linia_Skrzydło_Tot","O2_Atak_1Linia_Środek_Udane","O2_Atak_1Linia_Środek_Błędy","O2_Atak_1Linia_Środek_Zablokowane","O2_Atak_1Linia_Środek_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Środek_Wybronione","O2_Atak_1Linia_Środek_Tot","O2_Atak_2Linia_Udane","O2_Atak_2Linia_Błędy","O2_Atak_2Linia_Zablokowane","O2_Atak_2Linia_Zablokowane_Nieskutecznie","O2_Atak_2Linia_Wybronione","O2_Atak_2Linia_Tot","OTH_Wystawa_Punkt","OTH_Wystawa_Atakujący_Zablokowany","OTH_Wystawa_Atakujący_Nieskutecznie_Zablokowany","OTH_Wystawa_Atakujący_Błąd","OTH_Wystawa_Atak_Obroniony","OTH_Rozegranie_Tot","PBP_Przyjecie_Blok0","PBP_Przyjecie_Blok1","PBP_Przyjecie_Blok2","PBP_Przyjecie_Blok3","PBP_Przyjecie_Blok_Razem","PBP_OB_Atak_Razem","PBP_OB_Atak_Punkt","PBP_OB_Atak_Blok","PBP_OB_Atak_Blad","PBP_OB_Atak_Obroniony","PBP_OB_Atak_Inne","PBP_SEK_Atak_Razem","PBP_SEK_Atak_Punkt","PBP_SEK_Atak_Blok","PBP_SEK_Atak_Blad","PBP_SEK_Atak_Obroniony","PBP_SEK_Atak_Inne","Sety_Zagrane_PBP","PBP_Set1_Akcje","PBP_Set2_Akcje","PBP_Set3_Akcje","PBP_Set4_Akcje","PBP_Set5_Akcje","Exporter_Version","Is_Walkover","Walkover_MP_For","Walkover_MP_Against"
"Turkey","15573","1178487","turkey_15573","Eskisehir Eagles vs Çanakkale Belediyespor Kulübü 0:3","2026-07-02 19:00","Eagles Arena","Çanakkale Belediyespor Kulübü","Örsan, Ayberk","1929558","7","7","4","0","0","52.9","6","0","4","67","67","3","1","1","2","1","67","0","0","0","0","0","3","14","25","0","0","0","0","0","0","0","18.2","","1","1","0","1","0","0","14","25","3","0","14","0","0","0","52.9","48.9","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","1","14","0","0","0","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178487","turkey_15573","Eskisehir Eagles vs Çanakkale Belediyespor Kulübü 0:3","2026-07-02 19:00","Eagles Arena","Çanakkale Belediyespor Kulübü","Snopek, Hubert","1684256","1","-1","5","1","0","47.2","2","1","1","50","0","2","2","1","0","0","50","6","0","100","6","100","0","19","33","0","0","0","0","0","0","0","5.1","","0","0","0","0","0","0","19","33","0","0","18","0","0","1","47.2","44.5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","3","2","0","6","1","1","0","0","0","0","0","0","0","0","0","0","2","0","5","10","0","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178487","turkey_15573","Eskisehir Eagles vs Çanakkale Belediyespor Kulübü 0:3","2026-07-02 19:00","Eagles Arena","Çanakkale Belediyespor Kulübü","Guerle, Nicolas","1682084","27","23","8","0","0","52.9","26","4","19","73","58","2","0","0","2","0","0","0","0","0","0","0","8","30","40","0","0","0","0","0","0","0","67.6","","0","1","0","1","0","0","30","40","7","0","28","1","0","2","52.9","46.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","3","1","0","3","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","11","11","16","0","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178487","turkey_15573","Eskisehir Eagles vs Çanakkale Belediyespor Kulübü 0:3","2026-07-02 19:00","Eagles Arena","Çanakkale Belediyespor Kulübü","Lelek, Maciej","1927713","0","-2","0","0","0","0","0","0","0","0","0","18","7","3","11","9","67","18","2","89","9","50","0","0","0","1","1","5","1","0","0","4","12","","8","10","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","3","5","7","4","3","2","16","3","2","0","0","1","0","9","6","1","0","2","0","3","14","15","10","0","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178487","turkey_15573","Eskisehir Eagles vs Çanakkale Belediyespor Kulübü 0:3","2026-07-02 19:00","Eagles Arena","Çanakkale Belediyespor Kulübü","Mutu, Marku","1976595","1","1","5","0","1","52.9","0","0","0","0","0","5","3","2","2","0","40","0","0","0","0","0","0","2","10","13","1","24","11","7","5","1","4.6","","0","1","0","1","0","0","2","10","0","0","2","0","0","0","54.3","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","1","0","2","8","24","0","0","0","0","0","2","0","0","1","0","1","0","0","0","0","0","0","1","27","0","0","0","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178487","turkey_15573","Eskisehir Eagles vs Çanakkale Belediyespor Kulübü 0:3","2026-07-02 19:00","Eagles Arena","Çanakkale Belediyespor Kulübü","Tafazzi, Federico","1951411","2","2","8","0","0","57.1","2","0","1","50","50","3","1","1","2","2","100","0","0","0","0","0","1","9","11","0","0","0","0","0","0","0","6.6","","2","2","0","0","0","0","9","11","1","0","9","0","0","0","57.1","48.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","2","0","0","0","0","1","0","11","0","0","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178487","turkey_15573","Eskisehir Eagles vs Çanakkale Belediyespor Kulübü 0:3","2026-07-02 19:00","Eagles Arena","Çanakkale Belediyespor Kulübü","Sanmartean, Brăduț","2002946","4","3","8","1","0","54.9","3","0","2","67","67","7","4","4","3","2","86","0","0","0","0","0","2","9","12","0","0","0","0","0","0","0","13","","2","3","0","0","0","0","9","12","2","0","8","0","0","1","54.9","47.6","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0","2","2","0","0","0","0","1","0","0","17","0","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178487","turkey_15573","Eskisehir Eagles vs Çanakkale Belediyespor Kulübü 0:3","2026-07-02 19:00","Eagles Arena","Çanakkale Belediyespor Kulübü","Lastovka, Gyula","2087700","0","-1","2","0","0","58.2","3","1","0","0","-33","3","1","1","2","2","100","2","0","100","1","50","0","10","24","0","0","0","0","0","0","0","1.3","","2","2","0","0","0","0","10","24","0","0","9","0","0","1","58.2","52.3","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2","1","1","0","0","0","0","2","1","0","0","1","0","1","9","0","0","0","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178487","turkey_15573","Eskisehir Eagles vs Çanakkale Belediyespor Kulübü 0:3","2026-07-02 19:00","Eagles Arena","Çanakkale Belediyespor Kulübü","Uluğ, Rıdvan","1951066","2","1","11","0","0","59.8","2","0","1","50","50","8","5","3","3","2","63","8","1","88","2","25","1","11","18","0","0","0","0","0","0","0","9.8","","2","2","0","1","0","0","11","18","1","0","10","0","0","1","59.8","50.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","4","2","1","0","7","3","3","0","0","0","0","2","1","0","0","1","0","2","14","0","10","0","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178488","turkey_15573","MERVE AYDIN vs ECZACIBAŞI DYNAVİT 1:3","2026-07-02 19:00","SURVİVOR","MERVE AYDIN","Verola, Oddone","1927177","2","2","11","0","0","59.3","0","0","0","0","0","27","17","2","10","4","22","0","0","0","0","0","2","26","66","58","20","143","36","42","55","10","9.2","","2","3","0","5","2","2","26","66","1","1","16","1","0","10","59.3","47.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","20","6","8","51","143","0","0","0","0","0","2","0","2","0","0","0","4","0","2","0","2","0","4","36","36","34","28","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178488","turkey_15573","MERVE AYDIN vs ECZACIBAŞI DYNAVİT 1:3","2026-07-02 19:00","SURVİVOR","MERVE AYDIN","Rakowiecki, Jan","1904677","18","2","16","1","1","66.8","45","14","17","38","7","31","21","6","10","6","39","27","1","96","8","30","0","16","61","0","0","0","0","0","0","0","35.2","","2","2","1","5","3","3","16","61","0","0","9","0","0","7","66.8","54.1","5","1","4","1","8","19","1","0","4","1","0","6","3","1","1","0","3","8","0","0","0","0","0","0","6","0","3","0","3","12","0","0","0","0","0","0","6","9","8","3","26","6","4","1","0","0","1","6","3","0","1","1","1","4","25","20","16","23","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178488","turkey_15573","MERVE AYDIN vs ECZACIBAŞI DYNAVİT 1:3","2026-07-02 19:00","SURVİVOR","MERVE AYDIN","de Alencar, Ailton","1904973","15","12","16","1","1","67","15","2","8","53","40","10","4","1","6","1","20","0","0","0","0","0","6","36","65","0","0","1","0","1","0","0","42.2","","0","0","0","5","1","1","36","65","2","0","14","4","0","22","67","56.2","1","0","0","0","1","2","2","0","2","0","1","5","0","0","0","0","0","0","5","0","0","0","3","8","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","4","12","8","10","4","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178488","turkey_15573","MERVE AYDIN vs ECZACIBAŞI DYNAVİT 1:3","2026-07-02 19:00","SURVİVOR","MERVE AYDIN","Gülbahar, Hüsamettin","1927437","22","13","20","0","2","61.4","40","9","18","45","23","20","12","0","8","8","40","0","0","0","0","0","2","25","72","0","0","0","0","0","0","0","42.3","","2","2","2","2","4","4","25","72","0","0","7","2","0","18","61.4","51.6","3","0","2","0","5","10","1","0","5","2","0","8","4","0","1","0","3","8","0","0","0","0","0","0","8","1","0","0","5","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","1","0","6","1","4","14","23","17","12","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178488","turkey_15573","MERVE AYDIN vs ECZACIBAŞI DYNAVİT 1:3","2026-07-02 19:00","SURVİVOR","MERVE AYDIN","Kulikowski, Robert","1905021","14","8","14","0","0","68.9","33","5","13","39","24","22","16","3","6","6","41","42","1","98","20","48","1","32","77","0","0","0","0","0","0","0","53.5","","2","2","2","2","2","2","32","77","0","1","14","1","0","18","68.9","54.3","2","1","0","1","2","6","3","1","1","1","1","7","1","1","0","0","7","9","0","0","0","0","0","0","5","1","0","0","5","11","0","0","0","0","0","0","9","13","16","3","41","3","1","1","0","1","0","6","3","1","1","1","0","4","23","28","21","20","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178488","turkey_15573","MERVE AYDIN vs ECZACIBAŞI DYNAVİT 1:3","2026-07-02 19:00","SURVİVOR","MERVE AYDIN","Emrı, Tufan","2002763","19","18","8","0","0","62.8","16","1","9","56","50","4","2","0","2","2","50","0","0","0","0","0","10","46","73","0","0","0","0","0","0","0","57.3","","0","0","0","0","2","2","46","73","3","2","23","7","0","23","62.8","53","2","1","0","0","4","7","2","0","0","1","0","3","0","0","0","0","0","0","4","0","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","4","6","10","9","6","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178488","turkey_15573","MERVE AYDIN vs ECZACIBAŞI DYNAVİT 1:3","2026-07-02 19:00","SURVİVOR","MERVE AYDIN","Capraro, Dino","1681819","0","-1","0","0","0","0","0","0","0","0","0","37","26","18","11","6","65","20","1","95","7","35","0","0","0","0","3","5","0","1","1","3","25.2","","3","4","2","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","1","5","6","6","7","0","19","18","8","4","1","3","2","6","2","1","1","2","0","4","12","15","12","14","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178488","turkey_15573","MERVE AYDIN vs ECZACIBAŞI DYNAVİT 1:3","2026-07-02 19:00","SURVİVOR","ECZACIBAŞI DYNAVİT","Nicolita, Carol","1709268","0","-2","9","2","0","69.2","3","0","0","0","0","18","10","2","8","4","33","0","0","0","0","0","0","10","46","41","14","90","24","33","21","12","1.2","","2","5","1","2","1","1","10","46","0","0","8","0","0","2","69.2","56.9","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","14","4","4","27","90","0","0","0","0","0","2","2","0","0","0","0","4","3","0","0","1","0","4","17","23","19","28","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
"Turkey","15573","1178488","turkey_15573","MERVE AYDIN vs ECZACIBAŞI DYNAVİT 1:3","2026-07-02 19:00","SURVİVOR","ECZACIBAŞI DYNAVİT","Bertran, Kévin","1686200","8","2","20","3","0","62.6","19","3","8","42","26","18","10","5","8","4","50","24","0","100","15","63","0","27","59","0","0","0","0","0","0","0","34.9","","4","6","0","2","0","0","27","59","0","0","23","0","0","4","62.6","55.4","1","0","1","0","4","6","0","1","0","0","0","1","6","0","1","0","3","10","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","8","7","5","4","24","5","1","4","0","0","0","4","3","0","0","0","1","4","22","17","20","10","0","foreign-0.2.14-duplicate-shortname-cyrillic-team-fix","0","0","0"
