"Liga","Mecz","MatchId","Data","Arena","Klan","ClanMatchId","Drużyna","TeamId","Zawodnik","PlayerId","Pkt","W-L","Serwisy","S_błędy","Asy","MaxSpeed_kmh","Ataki","A_błędy","A_pkt","SK%","EF%","Próby_Obr_Asek","Próby_Obrony","Udane_Obrony","Próby_Asekuracji","Udane_Asekuracje","Obr_SK%","Przyjęcia","P_błędy","Poz%","Prf","Perf%","Bloki","Wybloki","Próby_Bloku","Wystawy_Udane","Wystawy_Złe","Wystawy_Tot","Rozegranie_Bez_Bloku","Rozegranie_Pojedynczy","Rozegranie_Podwójny","Rozegranie_Potrójny","MVP_Score","PBP_Data","D1_Asek_Kiwki_Udane","D1_Asek_Kiwki_Tot","D1_Asek_Bloku_Aktywnego_Udane","D1_Asek_Bloku_Aktywnego_Tot","D1_Asek_Bloku_Pasywnego_Udane","D1_Asek_Bloku_Pasywnego_Tot","D2_Ustawienie_Blok_Udane","D2_Ustawienie_Blok_Tot","D2_Blok_Aktywny_Udane","D2_Blok_Aktywny_Nieudane","D2_Blok_Aktywny_Tot","D2_Blok_Pasywny_Udane","D2_Blok_Pasywny_Nieudane","D2_Blok_Pasywny_Tot","O1_Serwis_Max_kmh","O1_Serwis_Śr_kmh","O1_Kiwka_Udane","O1_Kiwka_Błędy","O1_Kiwka_Zablokowane_Skutecznie","O1_Kiwka_Zablokowane_Nieskutecznie","O1_Kiwka_Wyasekurowane","O1_Kiwka_Tot","O1_Atak_BlokAut_Udane","O1_Atak_BlokAut_Błędy","O1_Atak_BlokAut_Zablokowane","O1_Atak_BlokAut_Zablokowane_Nieskutecznie","O1_Atak_BlokAut_Wybronione","O1_Atak_BlokAut_Tot","O2_Atak_1Linia_Skrzydło_Udane","O2_Atak_1Linia_Skrzydło_Błędy","O2_Atak_1Linia_Skrzydło_Zablokowane","O2_Atak_1Linia_Skrzydło_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Skrzydło_Wybronione","O2_Atak_1Linia_Skrzydło_Tot","O2_Atak_1Linia_Środek_Udane","O2_Atak_1Linia_Środek_Błędy","O2_Atak_1Linia_Środek_Zablokowane","O2_Atak_1Linia_Środek_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Środek_Wybronione","O2_Atak_1Linia_Środek_Tot","O2_Atak_2Linia_Udane","O2_Atak_2Linia_Błędy","O2_Atak_2Linia_Zablokowane","O2_Atak_2Linia_Zablokowane_Nieskutecznie","O2_Atak_2Linia_Wybronione","O2_Atak_2Linia_Tot","OTH_Wystawa_Punkt","OTH_Wystawa_Atakujący_Zablokowany","OTH_Wystawa_Atakujący_Nieskutecznie_Zablokowany","OTH_Wystawa_Atakujący_Błąd","OTH_Wystawa_Atak_Obroniony","OTH_Rozegranie_Tot","PBP_Przyjecie_Blok0","PBP_Przyjecie_Blok1","PBP_Przyjecie_Blok2","PBP_Przyjecie_Blok3","PBP_Przyjecie_Blok_Razem","PBP_OB_Atak_Razem","PBP_OB_Atak_Punkt","PBP_OB_Atak_Blok","PBP_OB_Atak_Blad","PBP_OB_Atak_Obroniony","PBP_OB_Atak_Inne","PBP_SEK_Atak_Razem","PBP_SEK_Atak_Punkt","PBP_SEK_Atak_Blok","PBP_SEK_Atak_Blad","PBP_SEK_Atak_Obroniony","PBP_SEK_Atak_Inne","Sety_Zagrane_PBP","PBP_Set1_Akcje","PBP_Set2_Akcje","PBP_Set3_Akcje","PBP_Set4_Akcje","PBP_Set5_Akcje","Exporter_Version","Is_Walkover","Walkover_MP_For","Walkover_MP_Against"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Italia VM","1321","Lubekitchens","","Konle, Guenter","1905427","8","8","25","0","1","72.8","1","0","1","100","100","13","3","2","10","6","62","0","0","0","0","0","6","27","45","35","2","60","38","15","6","1","27","{""sets"":[{""h"":25,""a"":8},{""h"":25,""a"":6},{""h"":25,""a"":7}],""parsedSets"":[{""rallies"":[{""type"":""end"",""score"":""25 : 8"",""txt"":""Koniec seta 1 : 0""},{""type"":""end"",""score"":""25 : 8"",""txt"":""Koniec seta 1 : 0""},{""type"":""rally"",""score"":""25 : 8"",""speed"":""43.0 km/h"",""res"":""Błąd: D. Woźniak""},{""type"":""rally"",""score"":""24 : 8"",""speed"":""50.2 km/h"",""res"":""Punkt: D. Rübenkoppel""},{""type"":""rally"",""score"":""23 : 8"",""speed"":""57.6 km/h"",""res"":""Punkt: V. Ethève""},{""type"":""rally"",""score"":""22 : 8"",""speed"":""57.0 km/h"",""res"":""Punkt: V. Ethève""},{""type"":""rally"",""score"":""21 : 8"",""speed"":""48.9 km/h"",""res"":""Błąd: V. Ethève""},{""type"":""rally"",""score"":""21 : 7"",""speed"":""49.9 km/h"",""res"":""Błąd: Ł. Bienasz""},{""type"":""rally"",""score"":""21 : 6"",""speed"":""48.5 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""rally"",""score"":""20 : 6"",""speed"":""47.9 km/h"",""res"":""Punkt: M. Śliwiński""},{""type"":""rally"",""score"":""19 : 6"",""speed"":""61.9 km/h"",""res"":""Błąd: M. Śliwiński""},{""type"":""rally"",""score"":""19 : 5"",""speed"":""50.4 km/h"",""res"":""Błąd: L. Mozos""},{""type"":""rally"",""score"":""18 : 5"",""speed"":""50.9 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""rally"",""score"":""17 : 5"",""speed"":""47.7 km/h"",""res"":""Punkt: G. Konle""},{""type"":""tmo"",""score"":""16 : 5"",""txt"":""Czas: ""},{""type"":""rally"",""score"":""16 : 5"",""speed"":""46.0 km/h"",""res"":""Błąd: T. Fejkiel""},{""type"":""rally"",""score"":""15 : 5"",""speed"":""53.3 km/h"",""res"":""Punkt: M. Śliwiński""},{""type"":""rally"",""score"":""14 : 5"",""speed"":""57.2 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""rally"",""score"":""13 : 5"",""speed"":""46.3 km/h"",""res"":""Punkt: M. Śliwiński""},{""type"":""chg"",""score"":""12 : 5"",""txt"":""Zmiana: M. Wolna ⇄ H. Derın""},{""type"":""rally"",""score"":""12 : 5"",""speed"":""63.5 km/h"",""res"":""Punkt: V. Ethève""},{""type"":""rally"",""score"":""11 : 5"",""speed"":""67.3 km/h"",""res"":""Punkt: I. Georgiev""},{""type"":""rally"",""score"":""11 : 4"",""speed"":""-"",""res"":""Błąd: D. Blanchard""},{""type"":""rally"",""score"":""10 : 4"",""speed"":""64.4 km/h"",""res"":""Błąd: K. Kreft""},{""type"":""rally"",""score"":""10 : 3"",""speed"":""70.6 km/h"",""res"":""Błąd: K. Kreft""},{""type"":""chg"",""score"":""10 : 2"",""txt"":""Zmiana: H. Derın ⇄ M. Wolna""},{""type"":""rally"",""score"":""10 : 2"",""speed"":""58.4 km/h"",""res"":""Punkt: Ł. Bienasz""},{""type"":""chg"",""score"":""9 : 2"",""txt"":""Zmiana: D. Woźniak ⇄ A. Barbeitos""},{""type"":""rally"",""score"":""9 : 2"",""speed"":""63.9 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""rally"",""score"":""8 : 2"",""speed"":""47.3 km/h"",""res"":""Błąd: K. Kreft""},{""type"":""chg"",""score"":""8 : 1"",""txt"":""Zmiana: M. Gravier ⇄ E. Leão""},{""type"":""rally"",""score"":""8 : 1"",""speed"":""48.4 km/h"",""res"":""Błąd: G. Konle""},{""type"":""tmo"",""score"":""8 : 0"",""txt"":""Czas: ""},{""type"":""rally"",""score"":""8 : 0"",""speed"":""66.0 km/h"",""res"":""Błąd: L. Mozos""},{""type"":""chg"",""score"":""7 : 0"",""txt"":""Zmiana: A. Barbeitos ⇄ D. Woźniak""},{""type"":""rally"",""score"":""7 : 0"",""speed"":""59.7 km/h"",""res"":""Punkt: Ł. Bienasz""},{""type"":""tmo"",""score"":""6 : 0"",""txt"":""Czas: GMR4EVER""},{""type"":""rally"",""score"":""6 : 0"",""speed"":""71.2 km/h"",""res"":""Punkt: D. Rübenkoppel""},{""type"":""chg"",""score"":""5 : 0"",""txt"":""Zmiana: E. Leão ⇄ M. Gravier""},{""type"":""rally"",""score"":""5 : 0"",""speed"":""53.6 km/h"",""res"":""Punkt: D. Rübenkoppel""},{""type"":""tmo"",""score"":""4 : 0"",""txt"":""Czas: GMR4EVER""},{""type"":""rally"",""score"":""4 : 0"",""speed"":""54.2 km/h"",""res"":""Punkt: D. Rübenkoppel""},{""type"":""rally"",""score"":""3 : 0"",""speed"":""61.9 km/h"",""res"":""Punkt: D. Rübenkoppel""},{""type"":""rally"",""score"":""2 : 0"",""speed"":""58.5 km/h"",""res"":""Punkt: V. Ethève""},{""type"":""rally"",""score"":""1 : 0"",""speed"":""57.3 km/h"",""res"":""Punkt: V. Ethève""}]},{""rallies"":[{""type"":""end"",""score"":""25 : 6"",""txt"":""Koniec seta 2 : 0""},{""type"":""end"",""score"":""25 : 6"",""txt"":""Koniec seta 2 : 0""},{""type"":""rally"",""score"":""25 : 6"",""speed"":""55.9 km/h"",""res"":""Punkt: D. Rübenkoppel""},{""type"":""rally"",""score"":""24 : 6"",""speed"":""70.6 km/h"",""res"":""Błąd: D. Rübenkoppel""},{""type"":""rally"",""score"":""24 : 5"",""speed"":""70.9 km/h"",""res"":""Błąd: L. Mozos""},{""type"":""rally"",""score"":""23 : 5"",""speed"":""66.8 km/h"",""res"":""Punkt: D. Rübenkoppel""},{""type"":""rally"",""score"":""22 : 5"",""speed"":""50.2 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""rally"",""score"":""21 : 5"",""speed"":""48.4 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""rally"",""score"":""20 : 5"",""speed"":""72.8 km/h"",""res"":""Błąd: L. Mozos""},{""type"":""rally"",""score"":""19 : 5"",""speed"":""59.7 km/h"",""res"":""Punkt: D. Rübenkoppel""},{""type"":""rally"",""score"":""18 : 5"",""speed"":""55.1 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""rally"",""score"":""17 : 5"",""speed"":""70.5 km/h"",""res"":""Błąd: A. Barbeitos""},{""type"":""tmo"",""score"":""16 : 5"",""txt"":""Czas: ""},{""type"":""rally"",""score"":""16 : 5"",""speed"":""47.2 km/h"",""res"":""Punkt: V. Ethève""},{""type"":""rally"",""score"":""15 : 5"",""speed"":""43.6 km/h"",""res"":""Błąd: G. Konle""},{""type"":""rally"",""score"":""15 : 4"",""speed"":""55.4 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""rally"",""score"":""14 : 4"",""speed"":""65.9 km/h"",""res"":""Błąd: Ł. Bienasz""},{""type"":""rally"",""score"":""14 : 3"",""speed"":""69.3 km/h"",""res"":""Punkt: V. Ethève""},{""type"":""rally"",""score"":""13 : 3"",""speed"":""62.8 km/h"",""res"":""Błąd: A. Barbeitos""},{""type"":""rally"",""score"":""12 : 3"",""speed"":""63.0 km/h"",""res"":""Punkt: G. Konle""},{""type"":""rally"",""score"":""11 : 3"",""speed"":""47.4 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""rally"",""score"":""10 : 3"",""speed"":""52.8 km/h"",""res"":""Błąd: K. Kreft""},{""type"":""chg"",""score"":""10 : 2"",""txt"":""Zmiana: A. Barbeitos ⇄ D. Woźniak""},{""type"":""chg"",""score"":""10 : 2"",""txt"":""Zmiana: M. Wolna ⇄ H. Derın""},{""type"":""tmo"",""score"":""10 : 2"",""txt"":""Czas: GMR4EVER""},{""type"":""rally"",""score"":""10 : 2"",""speed"":""48.6 km/h"",""res"":""Punkt: M. Śliwiński""},{""type"":""chg"",""score"":""9 : 2"",""txt"":""Zmiana: L. Mozos ⇄ B. Półtorak""},{""type"":""rally"",""score"":""9 : 2"",""speed"":""65.9 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""tmo"",""score"":""8 : 2"",""txt"":""Czas: ""},{""type"":""rally"",""score"":""8 : 2"",""speed"":""56.1 km/h"",""res"":""Punkt: M. Śliwiński""},{""type"":""chg"",""score"":""7 : 2"",""txt"":""Zmiana: E. Leão ⇄ M. Gravier""},{""type"":""rally"",""score"":""7 : 2"",""speed"":""54.2 km/h"",""res"":""Punkt: Ł. Bienasz""},{""type"":""tmo"",""score"":""6 : 2"",""txt"":""Czas: GMR4EVER""},{""type"":""rally"",""score"":""6 : 2"",""speed"":""56.3 km/h"",""res"":""Punkt: M. Śliwiński""},{""type"":""chg"",""score"":""5 : 2"",""txt"":""Zmiana: B. Półtorak ⇄ L. Mozos""},{""type"":""chg"",""score"":""5 : 2"",""txt"":""Zmiana: H. Derın ⇄ M. Wolna""},{""type"":""rally"",""score"":""5 : 2"",""speed"":""59.0 km/h"",""res"":""Punkt: Ł. Bienasz""},{""type"":""rally"",""score"":""4 : 2"",""speed"":""63.5 km/h"",""res"":""Punkt: M. Śliwiński""},{""type"":""rally"",""score"":""3 : 2"",""speed"":""67.3 km/h"",""res"":""Punkt: V. Ethève""},{""type"":""rally"",""score"":""2 : 2"",""speed"":""68.6 km/h"",""res"":""Punkt: L. Mozos""},{""type"":""rally"",""score"":""2 : 1"",""speed"":""43.6 km/h"",""res"":""Punkt: D. Rübenkoppel""},{""type"":""rally"",""score"":""1 : 1"",""speed"":""80.8 km/h"",""res"":""Punkt: D. Woźniak""},{""type"":""rally"",""score"":""1 : 0"",""speed"":""56.5 km/h"",""res"":""Punkt: Ł. Bienasz""}]},{""rallies"":[{""type"":""end"",""score"":""25 : 7"",""txt"":""Koniec seta 3 : 0""},{""type"":""end"",""score"":""25 : 7"",""txt"":""Koniec seta 3 : 0""},{""type"":""rally"",""score"":""25 : 7"",""speed"":""55.5 km/h"",""res"":""Punkt: Ł. Bienasz""},{""type"":""rally"",""score"":""24 : 7"",""speed"":""60.2 km/h"",""res"":""Punkt: V. Ethève""},{""type"":""rally"",""score"":""23 : 7"",""speed"":""47.2 km/h"",""res"":""Punkt: Ł. Bienasz""},{""type"":""rally"",""score"":""22 : 7"",""speed"":""64.6 km/h"",""res"":""Błąd: Ł. Bienasz""},{""type"":""rally"",""score"":""22 : 6"",""speed"":""50.5 km/h"",""res"":""Punkt: D. Rübenkoppel""},{""type"":""rally"",""score"":""21 : 6"",""speed"":""57.2 km/h"",""res"":""Punkt: D. Rübenkoppel""},{""type"":""rally"",""score"":""20 : 6"",""speed"":""50.7 km/h"",""res"":""Punkt: V. Ethève""},{""type"":""rally"",""score"":""19 : 6"",""speed"":""50.6 km/h"",""res"":""Punkt: D. Rübenkoppel""},{""type"":""rally"",""score"":""18 : 6"",""speed"":""53.8 km/h"",""res"":""Punkt: L. Mozos""},{""type"":""rally"",""score"":""18 : 5"",""speed"":""57.3 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""rally"",""score"":""17 : 5"",""speed"":""-"",""res"":""Błąd: I. Georgiev""},{""type"":""rally"",""score"":""16 : 5"",""speed"":""46.5 km/h"",""res"":""Błąd: Ł. Bienasz""},{""type"":""tmo"",""score"":""16 : 4"",""txt"":""Czas: ""},{""type"":""rally"",""score"":""16 : 4"",""speed"":""54.7 km/h"",""res"":""Punkt: M. Śliwiński""},{""type"":""rally"",""score"":""15 : 4"",""speed"":""59.0 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""chg"",""score"":""14 : 4"",""txt"":""Zmiana: E. Leão ⇄ M. Gravier""},{""type"":""rally"",""score"":""14 : 4"",""speed"":""47.0 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""tmo"",""score"":""13 : 4"",""txt"":""Czas: GMR4EVER""},{""type"":""rally"",""score"":""13 : 4"",""speed"":""62.9 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""chg"",""score"":""12 : 4"",""txt"":""Zmiana: H. Derın ⇄ M. Wolna""},{""type"":""rally"",""score"":""12 : 4"",""speed"":""69.5 km/h"",""res"":""Punkt: V. Ethève""},{""type"":""rally"",""score"":""11 : 4"",""speed"":""52.9 km/h"",""res"":""Punkt: M. Śliwiński""},{""type"":""rally"",""score"":""10 : 4"",""speed"":""49.8 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""rally"",""score"":""9 : 4"",""speed"":""62.3 km/h"",""res"":""Punkt: L. Mozos""},{""type"":""chg"",""score"":""9 : 3"",""txt"":""Zmiana: D. Woźniak ⇄ A. Barbeitos""},{""type"":""rally"",""score"":""9 : 3"",""speed"":""48.9 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""chg"",""score"":""8 : 3"",""txt"":""Zmiana: L. Mozos ⇄ B. Półtorak""},{""type"":""tmo"",""score"":""8 : 3"",""txt"":""Czas: ""},{""type"":""rally"",""score"":""8 : 3"",""speed"":""53.4 km/h"",""res"":""Punkt: M. Śliwiński""},{""type"":""rally"",""score"":""7 : 3"",""speed"":""-"",""res"":""Błąd: D. Rübenkoppel""},{""type"":""rally"",""score"":""7 : 2"",""speed"":""59.7 km/h"",""res"":""Punkt: Ł. Bienasz""},{""type"":""chg"",""score"":""6 : 2"",""txt"":""Zmiana: A. Barbeitos ⇄ D. Woźniak""},{""type"":""tmo"",""score"":""6 : 2"",""txt"":""Czas: GMR4EVER""},{""type"":""rally"",""score"":""6 : 2"",""speed"":""56.2 km/h"",""res"":""Punkt: V. Ethève""},{""type"":""chg"",""score"":""5 : 2"",""txt"":""Zmiana: B. Półtorak ⇄ L. Mozos""},{""type"":""rally"",""score"":""5 : 2"",""speed"":""47.1 km/h"",""res"":""Punkt: K. Kreft""},{""type"":""rally"",""score"":""4 : 2"",""speed"":""59.0 km/h"",""res"":""Błąd: K. Kreft""},{""type"":""rally"",""score"":""4 : 1"",""speed"":""74.9 km/h"",""res"":""Punkt: V. Ethève""},{""type"":""rally"",""score"":""3 : 1"",""speed"":""59.4 km/h"",""res"":""Punkt: D. Rübenkoppel""},{""type"":""rally"",""score"":""2 : 1"",""speed"":""70.4 km/h"",""res"":""Punkt: L. Mozos""},{""type"":""rally"",""score"":""2 : 0"",""speed"":""62.8 km/h"",""res"":""Punkt: Ł. Bienasz""},{""type"":""rally"",""score"":""1 : 0"",""speed"":""72.8 km/h"",""res"":""Punkt: G. Konle""}]}]}","4","5","0","0","0","0","27","45","1","0","13","5","2","14","72.8","61","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","2","0","7","17","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","1","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Italia VM","1321","Lubekitchens","","Ethève, Valentin","1905841","22","19","7","0","1","80.8","19","3","7","37","21","13","7","7","6","6","100","10","0","100","8","80","14","45","52","0","0","0","0","0","0","0","73.9","","2","2","0","0","0","0","45","52","5","0","18","9","2","27","80.8","65.6","1","0","0","0","1","2","0","0","2","0","2","4","3","1","0","0","3","7","0","0","0","0","0","0","3","0","0","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6","3","5","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Italia VM","1321","Lubekitchens","","Rübenkoppel, Dittmar","2088538","15","14","5","1","0","68.6","9","0","8","89","89","3","0","0","3","2","67","0","0","0","0","0","7","35","45","0","1","1","0","0","0","1","36.8","","0","0","0","0","0","0","35","45","5","0","14","2","1","21","68.6","62.9","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","6","0","0","0","1","7","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","5","5","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Italia VM","1321","Lubekitchens","","Bienasz, Łukasz","1865814","10","7","18","0","0","65.9","11","3","5","45","18","8","3","2","5","3","63","0","0","0","0","0","5","28","46","0","0","0","0","0","0","0","26.9","","1","1","0","0","0","0","28","46","4","0","13","1","1","15","65.9","54.5","0","0","0","0","2","2","1","0","1","0","0","2","3","1","0","0","1","5","0","0","0","0","0","0","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","4","6","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Italia VM","1321","Lubekitchens","","Kreft, Krzysztof","1904980","17","14","13","0","2","69.5","22","3","14","64","50","13","3","2","10","8","77","8","0","100","4","50","1","12","39","0","0","0","0","0","0","0","52.1","","2","2","0","0","0","0","12","39","1","1","8","0","0","4","69.5","57.8","3","0","0","0","1","4","1","0","0","0","0","1","3","3","0","0","2","8","0","0","0","0","0","0","7","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","7","7","8","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Italia VM","1321","Lubekitchens","","Śliwiński, Maciej","1929191","14","13","6","0","0","57.6","7","1","5","71","57","1","0","0","1","1","100","0","0","0","0","0","9","36","46","0","0","0","0","0","0","0","35.9","","0","0","0","0","0","0","36","46","5","1","20","4","1","16","57.6","50.9","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","4","1","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","4","3","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Italia VM","1321","Lubekitchens","","Ritsema, Ernst","1976523","0","0","0","0","0","0","0","0","0","0","0","11","5","5","6","5","91","2","0","100","2","100","0","0","0","5","0","7","3","2","1","1","7.6","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Portugal II","1321","GMR4EVER","","Gravier, Michaël","1904040","0","0","1","0","0","56.5","0","0","0","0","0","8","6","2","2","0","25","0","0","0","0","0","0","1","20","3","24","52","3","14","18","17","1.6","","0","1","0","0","0","0","1","20","0","0","1","0","0","0","56.5","56.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","24","3","3","19","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Portugal II","1321","GMR4EVER","","Fejkiel, Tomasz","1927274","1","-2","5","0","0","63.9","4","2","1","25","-25","13","7","1","6","3","31","21","1","95","2","10","0","5","36","0","0","0","0","0","0","0","7.8","","2","2","0","0","0","0","5","36","0","0","3","0","0","2","63.9","52.3","0","0","0","0","1","1","0","1","0","1","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Portugal II","1321","GMR4EVER","","Blanchard, Dimitri","1864930","1","-9","4","1","0","67.3","13","9","1","8","-62","1","0","0","1","0","0","0","0","0","0","0","0","11","34","0","0","1","0","1","0","0","-24.9","","0","0","0","0","0","0","11","34","0","0","7","0","0","4","67.3","59.6","0","0","1","0","1","2","0","0","4","1","0","5","0","0","0","0","0","0","0","0","4","0","2","6","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Portugal II","1321","GMR4EVER","","Woźniak, Daniel","1767265","2","-13","1","0","0","63.5","29","15","1","3","-48","8","4","0","4","0","0","0","0","0","0","0","1","8","33","0","0","0","0","0","0","0","-27.1","","0","0","0","0","0","0","8","33","1","0","5","0","0","3","63.5","63.5","0","0","2","0","4","6","0","0","7","1","1","9","0","0","3","0","6","9","0","0","0","0","0","0","0","1","2","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Portugal II","1321","GMR4EVER","","Mozos, Leopoldo","1905904","7","-13","3","0","0","55.4","31","17","6","19","-35","13","7","2","6","1","23","38","3","92","1","3","1","5","25","0","0","0","0","0","0","0","-7.1","","1","1","0","0","0","0","5","25","0","0","3","1","0","2","55.4","51","1","1","3","0","3","8","1","0","2","2","0","5","1","1","5","0","4","11","0","0","0","0","0","0","1","2","3","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","3","3","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Portugal II","1321","GMR4EVER","","Georgiev, Iliyan","1927584","1","-2","4","1","0","57","3","2","0","0","-67","3","1","1","2","0","33","0","0","0","0","0","1","10","34","0","0","0","0","0","0","0","-0.2","","0","0","0","0","0","0","10","34","1","0","3","0","0","7","57","51","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Portugal II","1321","GMR4EVER","","Wolna, Marek","1685542","0","0","0","0","0","0","0","0","0","0","0","20","14","8","6","1","45","9","0","100","1","11","0","0","0","0","2","2","0","0","0","2","10.8","","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","Lubekitchens vs GMR4EVER 3:0","1203974","2026-07-11 19:00","Kitchensarena","Portugal II","1321","GMR4EVER","","Barbeitos, Augusto","1904856","3","0","2","0","0","53.4","7","3","3","43","0","4","4","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1.5","","0","0","0","0","0","0","0","4","0","0","0","0","0","0","53.4","50.4","0","1","1","0","0","2","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","clan-bulk-1.2","0","0","0"
